s1_path,label_path,split
data\processed\Sen1Floods11\S1\Ghana_7496_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_7496_0_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR283_09LILLESTROM_5_2_2_2.tif,data\processed\STURM\Floodmaps\EMSR283_09LILLESTROM_5_2_2_2.tif,val
data\processed\STURM\S1\EMSR629_AOI02_05_02_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_05_02_1_2.tif,val
data\processed\Sen1Floods11\S1\Mekong_1111068_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1111068_1_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR261_02EINBECK_03_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_02EINBECK_03_07_1_1.tif,val
data\processed\Sen1Floods11\S1\Nigeria_812045_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_812045_1_2_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Pakistan_35915_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_35915_1_3_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Paraguay_205585_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_205585_0_2_LabelHand.tif,val
data\processed\STURM\S1\EMSR424_AOI01_14_51_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_14_51_1_1.tif,val
data\processed\STURM\S1\EMSR352_AOI01_104_033_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_104_033_1_2.tif,val
data\processed\STURM\S1\EMSR550_AOI04_04_12_2_1.tif,data\processed\STURM\Floodmaps\EMSR550_AOI04_04_12_2_1.tif,val
data\processed\STURM\S1\EMSR429_AOI06_19_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_19_06_1_2.tif,val
data\processed\STURM\S1\EMSR275_02KUTINA_07_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_07_06_2_1.tif,val
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_01_02_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_01_02_2_2.tif,val
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_03_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_03_04_2_1.tif,val
data\processed\Sen1Floods11\S1\Paraguay_305760_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_305760_0_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR352_AOI01_080_019_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_080_019_1_2.tif,val
data\processed\Sen1Floods11\S1\Ghana_97059_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_97059_2_2_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Ghana_161233_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_161233_3_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR438_AOI01_15_26_2_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_15_26_2_1.tif,val
data\processed\STURM\S1\EMSR471_AOI04_09_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_09_12_2_2.tif,val
data\processed\Sen1Floods11\S1\Pakistan_132143_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_132143_0_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR261_01HANNOVER_05_24_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_05_24_2_2.tif,val
data\processed\STURM\S1\EMSR352_AOI01_106_020_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_106_020_2_2.tif,val
data\processed\Sen1Floods11\S1\Sri-Lanka_152185_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_152185_1_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR438_AOI01_20_38_2_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_20_38_2_2.tif,val
data\processed\STURM\S1\EMSR479_AOI02_21_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI02_21_06_2_2.tif,val
data\processed\Sen1Floods11\S1\Ghana_1089161_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_1089161_3_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR429_AOI05_07_08_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_07_08_1_1.tif,val
data\processed\Sen1Floods11\S1\Pakistan_1036366_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_1036366_3_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR502_AOI05_07_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_07_04_1_2.tif,val
data\processed\Sen1Floods11\S1\Paraguay_721886_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_721886_3_3_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Paraguay_1076204_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_1076204_2_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR275_03NOVSKA_05_01_2_2.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_05_01_2_2.tif,val
data\processed\STURM\S1\EMSR429_AOI06_14_05_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_14_05_2_1.tif,val
data\processed\STURM\S1\EMSR517_AOI05_20_24_2_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_20_24_2_1.tif,val
data\processed\Sen1Floods11\S1\USA_693819_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_693819_1_2_LabelHand.tif,val
data\processed\STURM\S1\EMSR629_AOI01_08_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_08_04_2_1.tif,val
data\processed\Sen1Floods11\S1\Somalia_93023_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_93023_1_0_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Mekong_1395593_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1395593_0_2_LabelHand.tif,val
data\processed\STURM\S1\EMSR429_AOI07_09_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_09_03_1_1.tif,val
data\processed\STURM\S1\EMSR275_03NOVSKA_03_02_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_03_02_2_1.tif,val
data\processed\STURM\S1\EMSR275_03NOVSKA_08_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_08_12_2_2.tif,val
data\processed\Sen1Floods11\S1\USA_211406_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_211406_1_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR502_AOI05_07_23_2_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_07_23_2_2.tif,val
data\processed\STURM\S1\EMSR550_AOI01_4_3_2_1.tif,data\processed\STURM\Floodmaps\EMSR550_AOI01_4_3_2_1.tif,val
data\processed\STURM\S1\EMSR479_AOI01_04_12_1_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_04_12_1_1.tif,val
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_12_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_12_09_2_1.tif,val
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_08_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_08_06_1_2.tif,val
data\processed\Sen1Floods11\S1\Paraguay_284928_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_284928_0_3_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Pakistan_1027214_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_1027214_2_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR629_AOI01_02_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_02_09_1_1.tif,val
data\processed\Sen1Floods11\S1\Paraguay_48673_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_48673_1_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR261_01HANNOVER_22_13_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_22_13_2_1.tif,val
data\processed\Sen1Floods11\S1\Paraguay_822142_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_822142_1_0_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Mekong_52610_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_52610_3_3_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Pakistan_740461_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_740461_0_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR429_AOI05_05_21_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_05_21_2_2.tif,val
data\processed\STURM\S1\EMSR352_AOI01_107_018_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_107_018_2_2.tif,val
data\processed\STURM\S1\EMSR429_AOI05_08_18_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_08_18_1_2.tif,val
data\processed\STURM\S1\EMSR293_03OZUN_10_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR293_03OZUN_10_02_1_1.tif,val
data\processed\STURM\S1\EMSR550_AOI01_2_4_2_2.tif,data\processed\STURM\Floodmaps\EMSR550_AOI01_2_4_2_2.tif,val
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_09_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_09_09_2_1.tif,val
data\processed\Sen1Floods11\S1\Nigeria_598959_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_598959_1_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR352_AOI01_097_026_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_097_026_1_1.tif,val
data\processed\Sen1Floods11\S1\Ghana_161233_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_161233_2_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR275_02KUTINA_11_13_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_11_13_1_2.tif,val
data\processed\STURM\S1\EMSR502_AOI05_06_25_1_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_06_25_1_2.tif,val
data\processed\Sen1Floods11\S1\USA_604222_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_604222_3_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_06_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_06_11_1_1.tif,val
data\processed\STURM\S1\EMSR261_01HANNOVER_12_20_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_12_20_1_1.tif,val
data\processed\Sen1Floods11\S1\USA_260929_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_260929_3_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR358_AOI03_04_16_2_1.tif,data\processed\STURM\Floodmaps\EMSR358_AOI03_04_16_2_1.tif,val
data\processed\STURM\S1\EMSR261_01HANNOVER_02_14_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_02_14_2_1.tif,val
data\processed\Sen1Floods11\S1\Paraguay_822142_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_822142_2_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_08_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_08_06_1_1.tif,val
data\processed\STURM\S1\EMSR470_AOI01_36_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_36_12_2_2.tif,val
data\processed\STURM\S1\EMSR438_AOI01_18_37_2_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_18_37_2_2.tif,val
data\processed\STURM\S1\EMSR637_AOI16_2_4_1_1.tif,data\processed\STURM\Floodmaps\EMSR637_AOI16_2_4_1_1.tif,val
data\processed\Sen1Floods11\S1\Nigeria_820924_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_820924_3_3_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Paraguay_822142_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_822142_2_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR467_AOI03_02_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR467_AOI03_02_03_2_2.tif,val
data\processed\STURM\S1\EMSR293_02TROTUS_04_10_1_1.tif,data\processed\STURM\Floodmaps\EMSR293_02TROTUS_04_10_1_1.tif,val
data\processed\Sen1Floods11\S1\Nigeria_984831_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_984831_2_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR637_AOI14_03_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_03_06_1_2.tif,val
data\processed\STURM\S1\EMSR429_AOI06_19_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_19_06_2_1.tif,val
data\processed\STURM\S1\EMSR424_AOI03_16_22_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_16_22_1_2.tif,val
data\processed\STURM\S1\EMSR333_06CIANCIANA_2_3_1_1.tif,data\processed\STURM\Floodmaps\EMSR333_06CIANCIANA_2_3_1_1.tif,val
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_03_18_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_03_18_2_2.tif,val
data\processed\STURM\S1\EMSR424_AOI01_16_15_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_16_15_1_2.tif,val
data\processed\STURM\S1\EMSR429_AOI03_12_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_12_04_1_2.tif,val
data\processed\STURM\S1\EMSR424_AOI01_23_19_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_23_19_1_1.tif,val
data\processed\STURM\S1\EMSR629_AOI01_03_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_03_06_2_1.tif,val
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_14_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_14_06_1_2.tif,val
data\processed\Sen1Floods11\S1\India_391908_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_391908_0_0_LabelHand.tif,val
data\processed\Sen1Floods11\S1\USA_354981_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_354981_2_1_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Sri-Lanka_849649_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_849649_1_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_02_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_02_03_1_2.tif,val
data\processed\Sen1Floods11\S1\USA_486103_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_486103_0_2_LabelHand.tif,val
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_17_20_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_17_20_1_1.tif,val
data\processed\STURM\S1\EMSR265_22LESMUREAUX_04_01_2_2.tif,data\processed\STURM\Floodmaps\EMSR265_22LESMUREAUX_04_01_2_2.tif,val
data\processed\STURM\S1\EMSR470_AOI01_24_15_1_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_24_15_1_1.tif,val
data\processed\Sen1Floods11\S1\India_25540_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_25540_2_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR352_AOI01_105_009_2_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_105_009_2_1.tif,val
data\processed\STURM\S1\EMSR470_AOI01_20_22_1_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_20_22_1_2.tif,val
data\processed\STURM\S1\EMSR265_24HONFLEUR_07_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_24HONFLEUR_07_15_2_1.tif,val
data\processed\STURM\S1\EMSR479_AOI01_09_16_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_09_16_2_2.tif,val
data\processed\STURM\S1\EMSR352_AOI01_101_024_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_101_024_2_2.tif,val
data\processed\STURM\S1\EMSR629_AOI02_10_02_2_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_10_02_2_1.tif,val
data\processed\STURM\S1\EMSR429_AOI06_03_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_03_08_2_2.tif,val
data\processed\STURM\S1\EMSR429_AOI07_29_15_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_29_15_2_2.tif,val
data\processed\STURM\S1\EMSR268_02LIELUPE_02_05_2_1.tif,data\processed\STURM\Floodmaps\EMSR268_02LIELUPE_02_05_2_1.tif,val
data\processed\STURM\S1\EMSR517_AOI06_04_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_04_03_2_2.tif,val
data\processed\Sen1Floods11\S1\Nigeria_707067_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_707067_2_2_LabelHand.tif,val
data\processed\STURM\S1\EMSR479_AOI01_09_29_1_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_09_29_1_2.tif,val
data\processed\STURM\S1\EMSR265_01DRAVEIL_3_2_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_01DRAVEIL_3_2_1_2.tif,val
data\processed\Sen1Floods11\S1\Ghana_142312_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_142312_2_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_11_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_11_06_1_2.tif,val
data\processed\Sen1Floods11\S1\USA_348639_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_348639_2_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_11_03_2_1.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_11_03_2_1.tif,val
data\processed\STURM\S1\EMSR265_06PARISOVERVIEW_03_02_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_06PARISOVERVIEW_03_02_1_2.tif,val
data\processed\STURM\S1\EMSR421_AOI02_2_7_1_2.tif,data\processed\STURM\Floodmaps\EMSR421_AOI02_2_7_1_2.tif,val
data\processed\STURM\S1\EMSR471_AOI04_21_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_21_01_1_2.tif,val
data\processed\STURM\S1\EMSR424_AOI01_25_22_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_25_22_2_2.tif,val
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_05_12_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_05_12_1_2.tif,val
data\processed\STURM\S1\EMSR517_AOI06_13_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_13_03_2_2.tif,val
data\processed\STURM\S1\EMSR569_AOI02_03_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR569_AOI02_03_03_2_2.tif,val
data\processed\Sen1Floods11\S1\Sri-Lanka_883641_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_883641_2_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR429_AOI03_07_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_07_08_1_2.tif,val
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_04_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_04_07_2_1.tif,val
data\processed\STURM\S1\EMSR424_AOI01_20_25_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_20_25_1_2.tif,val
data\processed\Sen1Floods11\S1\Sri-Lanka_14484_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_14484_0_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR438_AOI01_02_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_02_03_1_1.tif,val
data\processed\Sen1Floods11\S1\USA_86502_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_86502_0_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR517_AOI05_13_27_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_13_27_2_2.tif,val
data\processed\STURM\S1\EMSR421_AOI01_4_3_2_1.tif,data\processed\STURM\Floodmaps\EMSR421_AOI01_4_3_2_1.tif,val
data\processed\STURM\S1\EMSR419_AOI04_07_03_2_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_07_03_2_1.tif,val
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_13_18_1_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_13_18_1_2.tif,val
data\processed\STURM\S1\EMSR424_AOI03_18_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_18_16_1_2.tif,val
data\processed\STURM\S1\EMSR265_23LESBORDES_04_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_23LESBORDES_04_06_2_1.tif,val
data\processed\Sen1Floods11\S1\Ghana_11745_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_11745_1_1_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Paraguay_172476_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_172476_0_0_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Ghana_61925_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_61925_1_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR438_AOI03_7_3_2_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI03_7_3_2_1.tif,val
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_13_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_13_11_1_1.tif,val
data\processed\STURM\S1\EMSR261_02EINBECK_03_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR261_02EINBECK_03_03_1_2.tif,val
data\processed\STURM\S1\EMSR424_AOI03_05_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_05_08_2_1.tif,val
data\processed\STURM\S1\EMSR479_AOI01_10_27_2_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_10_27_2_2.tif,val
data\processed\STURM\S1\EMSR438_AOI01_12_21_2_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_12_21_2_2.tif,val
data\processed\Sen1Floods11\S1\India_180633_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_180633_0_3_LabelHand.tif,val
data\processed\STURM\S1\EMSR502_AOI05_05_17_2_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_05_17_2_2.tif,val
data\processed\Sen1Floods11\S1\India_534470_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_534470_0_0_LabelHand.tif,val
data\processed\STURM\S1\EMSR261_02EINBECK_02_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR261_02EINBECK_02_10_2_2.tif,val
data\processed\STURM\S1\EMSR502_AOI01_04_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR502_AOI01_04_10_2_2.tif,val
data\processed\Sen1Floods11\S1\India_769408_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_769408_0_0_LabelHand.tif,val
data\processed\Sen1Floods11\S1\India_179238_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_179238_0_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR471_AOI04_15_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_15_06_2_1.tif,val
data\processed\Sen1Floods11\S1\India_180633_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_180633_0_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_12_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_12_06_1_1.tif,val
data\processed\STURM\S1\EMSR261_01HANNOVER_10_21_2_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_10_21_2_1.tif,val
data\processed\Sen1Floods11\S1\Paraguay_48673_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_48673_1_3_LabelHand.tif,val
data\processed\Sen1Floods11\S1\Pakistan_849790_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_849790_3_1_LabelHand.tif,val
data\processed\STURM\S1\EMSR421_AOI05_7_8_1_1.tif,data\processed\STURM\Floodmaps\EMSR421_AOI05_7_8_1_1.tif,val
data\processed\STURM\S1\EMSR507_AOI03_08_04_1_2.tif,data\processed\STURM\Floodmaps\EMSR507_AOI03_08_04_1_2.tif,val
data\processed\STURM\S1\EMSR429_AOI05_04_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_04_05_1_2.tif,val
data\processed\STURM\S1\EMSR629_AOI02_07_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_07_06_1_2.tif,val
data\processed\STURM\S1\EMSR502_AOI05_05_08_1_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI05_05_08_1_1.tif,val
data\processed\Sen1Floods11\S1\India_103447_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_103447_3_2_LabelHand.tif,val
data\processed\STURM\S1\EMSR637_AOI14_10_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_10_11_1_1.tif,val
data\processed\STURM\S1\EMSR429_AOI05_12_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_12_09_2_2.tif,val
data\processed\STURM\S1\EMSR470_AOI01_10_24_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_10_24_2_1.tif,val
data\processed\STURM\S1\EMSR424_AOI01_22_24_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_22_24_1_1.tif,val
data\processed\STURM\S1\EMSR517_AOI03_04_07_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI03_04_07_1_2.tif,val
data\processed\STURM\S1\EMSR470_AOI01_21_19_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_21_19_2_1.tif,val
data\processed\STURM\S1\EMSR629_AOI02_05_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_05_02_1_1.tif,val
data\processed\STURM\S1\EMSR261_01HANNOVER_18_16_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_18_16_1_1.tif,val
data\processed\Sen1Floods11\S1\Paraguay_1029191_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_1029191_0_1_LabelHand.tif,val
